Event	ID	Name			Wwise Object Path	Notes
	521623505	EMP_Sound			\Default Work Unit\EMP_Sound	
	871813740	Player_Hit			\Default Work Unit\Player_Hit	
	938552145	Play_Lose_Music			\Default Work Unit\Play_Lose_Music	
	1171885424	Hit_Target			\Default Work Unit\Hit_Target	
	1302021521	Streetlight_Smash			\Default Work Unit\Streetlight_Smash	
	1952436935	Menu_Enter			\Default Work Unit\Menu_Enter	
	2710292464	Menu_Movement			\Default Work Unit\Menu_Movement	
	2757260539	Play_Cityscape			\Default Work Unit\Play_Cityscape	
	3077001935	Play_Stopwatch			\Default Work Unit\Play_Stopwatch	
	3148844260	Play_Win_Music			\Default Work Unit\Play_Win_Music	
	3554186090	Play_Movement_Footstep			\Default Work Unit\Play_Movement_Footstep	
	3714975495	Crowd_Noise			\Default Work Unit\Crowd_Noise	
	3725903807	Music_Start			\Default Work Unit\Music_Start	
	4004702906	Player_Shoot			\Default Work Unit\Player_Shoot	
	4093367312	Play_Breathing			\Default Work Unit\Play_Breathing	
	4138329421	Stop_Endgame_loops			\Default Work Unit\Stop_Endgame_loops	

Switch Group	ID	Name			Wwise Object Path	Notes
	1966881315	Switch_Time			\Default Work Unit\Switch_Time	

Switch	ID	Name	Switch Group			Notes
	787604482	Slow	Switch_Time			
	1192079962	Urgent	Switch_Time			

Effect plug-ins	ID	Name	Type				Notes
	551482752	523395__arpeggio1980__medium-sized-crowd-around-100-people-chatting-in-a-small-hall	C:\Users\micha\Documents\GitHub\Unity\Shot In The Dark\Marcus Audio\Game Off 2022\.cache\Windows\SFX\523395__arpeggio1980__medium-sized-crowd-around-100-people-chatting-in-a-small-hall_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\City_Scape\523395__arpeggio1980__medium-sized-crowd-around-100-people-chatting-in-a-small-hall		14592064
	718007540	Step 1	C:\Users\micha\Documents\GitHub\Unity\Shot In The Dark\Marcus Audio\Game Off 2022\.cache\Windows\SFX\Step 1_893058C0.wem		\Actor-Mixer Hierarchy\Default Work Unit\Tranquillizer\Footsteps\Step 1		89836
	725480074	Horror Body Drop 03	C:\Users\micha\Documents\GitHub\Unity\Shot In The Dark\Marcus Audio\Game Off 2022\.cache\Windows\SFX\Horror Body Drop 03_8E7C8BFC.wem		\Actor-Mixer Hierarchy\Default Work Unit\Target\Horror Body Drop 03		128964
	780337907	Foley Bell Tiny Bells Rattle 07	C:\Users\micha\Documents\GitHub\Unity\Shot In The Dark\Marcus Audio\Game Off 2022\.cache\Windows\SFX\Foley Bell Tiny Bells Rattle 07_EE95160E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\LightBulb\Foley Bell Tiny Bells Rattle 07		242868
	781127359	Bass Drop Firework	C:\Users\micha\Documents\GitHub\Unity\Shot In The Dark\Marcus Audio\Game Off 2022\.cache\Windows\SFX\Bass Drop Firework_B4DA7B2E.wem		\Actor-Mixer Hierarchy\Default Work Unit\EMP\Bass Drop Firework		780592
	781321095	420651__deleted-user-228014__failing-lightbulb	C:\Users\micha\Documents\GitHub\Unity\Shot In The Dark\Marcus Audio\Game Off 2022\.cache\Windows\SFX\420651__deleted-user-228014__failing-lightbulb_26857C95.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\LightBulb\420651__deleted-user-228014__failing-lightbulb		224152
	839531699	398159__inspectorj__ambience-london-street-a	C:\Users\micha\Documents\GitHub\Unity\Shot In The Dark\Marcus Audio\Game Off 2022\.cache\Windows\SFX\398159__inspectorj__ambience-london-street-a_C0D80F61.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\City_Scape\398159__inspectorj__ambience-london-street-a		2684244
	889976677	Step 4	C:\Users\micha\Documents\GitHub\Unity\Shot In The Dark\Marcus Audio\Game Off 2022\.cache\Windows\SFX\Step 4_0DE36C32.wem		\Actor-Mixer Hierarchy\Default Work Unit\Tranquillizer\Footsteps\Step 4		57696
	892955703	Electric Crackle	C:\Users\micha\Documents\GitHub\Unity\Shot In The Dark\Marcus Audio\Game Off 2022\.cache\Windows\SFX\Electric Crackle_E95FC22E.wem		\Actor-Mixer Hierarchy\Default Work Unit\EMP\Electric Crackle		287584
	899786147	Urgent	C:\Users\micha\Documents\GitHub\Unity\Shot In The Dark\Marcus Audio\Game Off 2022\.cache\Windows\SFX\412750__blukotek__ticking-of-the-clock-02_84213AD9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Communications\Stopwatch_Switch_Container\Urgent		71620
	907733002	Step 3	C:\Users\micha\Documents\GitHub\Unity\Shot In The Dark\Marcus Audio\Game Off 2022\.cache\Windows\SFX\Step 3_13DC3ED9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Tranquillizer\Footsteps\Step 3		55480
	908418349	26873__freqman__lightbulbwink	C:\Users\micha\Documents\GitHub\Unity\Shot In The Dark\Marcus Audio\Game Off 2022\.cache\Windows\SFX\26873__freqman__lightbulbwink_95BF66DE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\LightBulb\26873__freqman__lightbulbwink		57246
	956697300	Bass Drop High Impact	C:\Users\micha\Documents\GitHub\Unity\Shot In The Dark\Marcus Audio\Game Off 2022\.cache\Windows\SFX\Bass Drop High Impact_ED5B171A.wem		\Actor-Mixer Hierarchy\Default Work Unit\EMP\Bass Drop High Impact		494492
	1001382648	Impact Vegetables Hit 02	C:\Users\micha\Documents\GitHub\Unity\Shot In The Dark\Marcus Audio\Game Off 2022\.cache\Windows\SFX\Impact Vegetables Hit 02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Tranquillizer\Impact Vegetables Hit 02		72984
	1046075124	Shoot	C:\Users\micha\Documents\GitHub\Unity\Shot In The Dark\Marcus Audio\Game Off 2022\.cache\Windows\SFX\560011__combatsfx4you__gun-silencer_255702FA.wem		\Actor-Mixer Hierarchy\Default Work Unit\Tranquillizer\Shoot		74832
	1063481656	Win_Game	C:\Users\micha\Documents\GitHub\Unity\Shot In The Dark\Marcus Audio\Game Off 2022\.cache\Windows\SFX\Win_Game_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Music\Win_Game		952624

